"imdbId","title","releaseYear","releaseDate","genre","writers","actors","directors","sequel","hitFlop"
"tt1105709","8 x 10 Tasveer","2009","03 Apr 2009","Crime | Drama | Mystery","Bohemia (lyrics) | Nagesh Kukunoor | Sameer (lyrics) | Irfan Siddiqui (lyrics)","Akshay Kumar | Ayesha Takia | Javed Jaffrey | Girish Karnad","Nagesh Kukunoor","0","1"
"tt1105733","Kismat Konnection","2008","18 Jul 2008","Comedy | Drama | Romance","Sanjay Chhel | Sai Kabir (screenplay) | Ashish Kariya (dialogue) | Rahila Mirza (story) | Vibha Singh (screenplay)","Shahid Kapoor | Vidya Balan | Vishal Malhotra | Om Puri","Aziz Mirza","0","2"
"tt1105747","Yuvvraaj","2008","21 Nov 2008","Comedy | Drama | Romance","Sachin Bhowmick (screenplay) | Subhash Ghai (story) | Kamlesh Pandey (screenplay)","Salman Khan | Anil Kapoor | Zayed Khan | Mithun Chakraborty","Subhash Ghai","0","1"
"tt1114725","Heroes","2008","24 Oct 2008","Action | Adventure | Comedy","Aseem Arora (story) | Samir Karnik (screenplay) | Aseem Arora (screenplay) | Samir Karnik (dialogue) | Aseem Arora (dialogue)","Sohail Khan | Vatsal Seth | Amrita Arora | Riya Sen","Samir Karnik","0","2"
"tt1117964","Bobby: Love and Lust","2005","25 Nov 2005","Romance","N/A","Monalisa | Usha Bachani | Gaurav Dixit | Milind Gunaji","Rakesh Parmaar","0","1"
"tt1118646","Aseema: Beyond Boundaries","2009","18 Dec 2009","Drama | Romance","Kadambini Mishra (screenplay) | Sisir Misra (dialogue) | Sisir Misra (screenplay) | Sailaja Kumari Aparajita Mohanty (original novel)","Gracy Singh | Asseem Merchant | Neha Pendse | Aryan Singh","Sisir Misra","0","1"
"tt1120897","Dhan Dhana Dhan Goal","2007","23 Nov 2007","Sport","Anurag Kashyap (dialogue) | Rohit Malhotra (story) | Vikramaditya Motwane (screenplay)","John Abraham | Arshad Warsi | Bipasha Basu | Boman Irani","Vivek Agnihotri","0","2"
"tt1124386","Pankh","2010","02 Apr 2010","Drama","Sudipto Chattopadhyay (story) | Sudipto Chattopadhyay","Bipasha Basu | Lillete Dubey | Mahesh Manjrekar | Ronit Roy","Sudipto Chattopadhyay","0","1"
"tt1126516","Money Hai Toh Honey Hai","2008","25 Jul 2008","Comedy | Drama","Muazzam Beg | Sameer (lyrics)","Govinda | Manoj Bajpayee | Aftab Shivdasani | Upen Patel","Ganesh Acharya","0","1"
"tt1127870","Mumbai Salsa","2007","26 Oct 2007","Comedy | Drama","Dheeraj Rattan (additional screenplay) | Manoj Tyagi (screenplay)","Linda Arsenio | Shaurya Chauhan | Alisha Chinoi | Vir Das","Manoj Tyagi","0","1"
"tt1132589","Hijack","2008","05 Sep 2008","Action | Drama | Thriller","Gavendra Agarwal (story) | Kumaar (lyrics) | Kunal Shivdasani (story)","Shiney Ahuja | Mona Ambegaonkar | Ishita Chauhan | Mukesh Chhabra","Kunal Shivdasani","0","1"
"tt1132595","Maan Gaye Mughall-E-Azam","2008","22 Aug 2008","Comedy | Crime | Drama","Sanjay Chhel | Sunil Munshi (screenplay)","Mallika Sherawat | Rahul Bose | Paresh Rawal | Kay Kay Menon","Sanjay Chhel","0","1"
"tt1132606","Ugly Aur Pagli","2008","01 Aug 2008","Comedy | Drama","Anil Pandey (story) | Amitabh Verma (lyrics) | Suparn Verma (additional screenplay & dialogue)","Mallika Sherawat | Ranvir Shorey | Bharati Achrekar | Zeenat Aman","Sachin Kamlakar Khot","0","2"
"tt1137434","Aabra Ka Daabra","2004","N/A","Fantasy","N/A","Naveen Bawa | Satish Kaushik | Anupam Kher | Krrishna","Dheeraj Kumar","0","1"
"tt1137979","Rama Rama Kya Hai Dramaaa","2008","01 Feb 2008","Comedy | Drama | Romance","Chandrakant Singh (story) | Mohammed Salim (screenplay)","Neha Dhupia | Amrita Arora | Anupam Kher | Rati Agnihotri","Chandrakant Singh","0","1"
"tt1139671","Yeh Hai Pyar Ka Mausam","2001","N/A","Crime","M.L. Bhaskar","Rajat Bakshi | Rajesh Bakshi | Prem Chabra | Harish Ghera","Rajesh Bakshi","0","1"
"tt1144804","Kambakkht Ishq","2009","03 Jul 2009","Action | Comedy | Romance","Sabir Khan (screenplay) | Ishita Moitra (screenplay) | Anvita Dutt Guptan (dialogue) | Kiran Kotrial (screenplay)","Sylvester Stallone | Brandon Routh | Denise Richards | Whoopi Goldberg","Sabir Khan","0","4"
"tt1146325","Singh Is Kinng","2008","08 Aug 2008","Action | Comedy | Crime","Anees Bazmee (writer & dialogue) | Vipul Binjola (dialogue) | Suresh Nair | Rishi Virmani (dialogue)","Akshay Kumar | Katrina Kaif | Om Puri | Kiron Kher","Anees Bazmee","0","7"
"tt1156148","Karzzzz","2008","17 Oct 2008","Action | Drama | Musical","Shiraz Ahmed (screenplay) | Sameer (lyrics)","Himesh Reshammiya | Urmila Matondkar | Shweta Kumar | Dino Morea","Satish Kaushik","0","1"
"tt1159917","Bombay to Bangkok","2008","18 Jan 2008","Comedy | Drama | Romance","Nagesh Kukunoor","Shreyas Talpade | Lena Christensen | Vijay Maurya | Manmeet Singh","Nagesh Kukunoor","0","1"
"tt1166100","Ghajini","2008","25 Dec 2008","Action | Drama | Mystery","Piyush Mishra (dialogue) | A.R. Murugadoss (story)","Aamir Khan | Asin | Jiah Khan | Tinnu Anand","A.R. Murugadoss","0","8"
"tt1169841","Return of Hanuman","2007","28 Dec 2007","Animation | Action | Adventure","Anurag Kashyap","N/A","Anurag Kashyap","1","1"
"tt1170399","C Kkompany","2008","29 Aug 2008","Comedy | Drama","Shabbir Ahmed (lyrics) | Anand Raj Anand (lyrics) | Sachin Yardi","Tusshar Kapoor | Anupam Kher | Rajpal Yadav | Raima Sen","Sachin Yardi","0","1"
"tt1170404","Mere Baap Pehle Aap","2008","13 Jun 2008","Comedy | Drama | Romance","Manisha Korde (dialogue) | Priyadarshan (story) | Kalavur Ravikumar (story) | Sameer (lyrics)","Paresh Rawal | Akshaye Khanna | Genelia D'Souza | Om Puri","Priyadarshan","0","3"
"tt1170411","Victory","2009","30 Jan 2009","Drama | Sport","Darab Farooqui (dialogue script) | Kannan Iyer (screenplay) | Anupam Maanav (additional dialogue) | Ajit Pal Mangat (story)","Harman Baweja | Allan Border | Mike Hussey | Simon Jones","Ajit Pal Mangat","0","1"
"tt1172587","Delhi Safari","2012","07 Dec 2012","Animation","Nikhil Advani (screenplay) | Nikhil Advani (story) | Rahul Awate (dialogue) | Girish Dhamija (dialogue) | Girish Dhamija (screenplay) | Suresh Nair (screenplay) | Milap Zaveri (dialogue)","Cary Elwes | Christopher Lloyd | Troy Baker | Tom Kenny","Nikhil Advani","0","1"
"tt1174041","Main Aurr Mrs Khanna","2009","16 Oct 2009","Comedy | Drama","Arun Bhairav (lyrics) | Suzanne D'Mello (lyrics) | Jalees Sherwani (lyrics) | Prem Soni (screenplay) | Junaid Wasi (lyrics)","Kareena Kapoor | Salman Khan | Sohail Khan | Yash Tonk","Prem Soni","0","1"
"tt1176141","Zahreela","2001","05 Mar 2001","Action","Iqbal Durrani (dialogue) | Sanjay Kumar (screenplay)","Vikas Anand | Asrani | Mithun Chakraborty | Gulshan Grover","Raj N. Sippy","0","1"
"tt1176201","Jai Ganesh Deva","2001","N/A","Fantasy","N/A","Delhi Ganesh | Jai Ganesh | Nizhalgal Ravi | Radha Ravi","K. Shankar","0","1"
"tt1176911","Quick Gun Murugun: Misadventures of an Indian Cowboy","2009","28 Aug 2009","Action | Comedy | Drama","Rajesh Devraj (story)","Rajendraprasad | Nasser | Rambha | Raju Sundaram","Shashanka Ghosh","0","2"
"tt1176960","One Two Three","2008","28 Mar 2008","Action | Comedy | Drama","Ashwani Dhir (screenplay)","Neetu Chandra | Esha Deol | Vrajesh Hirjee | Tusshar Kapoor","Ashwani Dhir","0","4"
"tt1176961","Paying Guests","2009","19 Jun 2009","Comedy | Drama","Wajid Ali (lyrics) | Rashid Firozabadi (lyrics) | Lawrence John (additional dialogue & screenplay) | Paritosh Painter (story) | Jalees Sherwani (lyrics) | A.K. Upadhyay (lyrics)","Shreyas Talpade | Javed Jaffrey | Aashish Chaudhary | Vatsal Seth","Paritosh Painter","0","2"
"tt1178657","Superstar","2008","08 Feb 2008","Drama | Romance","Rohit Jugraj | Sudip Sharma | Rahul Singh (story) | Rahul Singh","Kunal Khemu | Tulip Joshi | Aushima Sawhney | Apoorva S. Badgaiyan","Rohit Jugraj","0","1"
"tt1179781","Mission Istaanbul: Darr Ke Aagey Jeet Hai!","2008","25 Jul 2008","Action | Adventure | Drama","Shabbir Ahmed (lyrics) | Chirantan Bhatt (lyrics) | Ege (lyrics) | Hamza Faruqui (lyrics) | Apoorva Lakhia (screenplay) | Virag Mishra (lyrics) | Suresh Nair (screenplay) | Suresh Nair (story) | Sameer (lyrics) | Mika Singh (lyrics) | Raj Vasant (dialogue)","Vivek Oberoi | Zayed Khan | Shriya Saran | Shabbir Ahluwalia","Apoorva Lakhia","0","1"
"tt1179782","Mithya","2008","08 Feb 2008","Comedy | Crime | Drama","Rajat Kapoor | Saurabh Shukla | Neerav Ghosh (lyrics) | Ashish Manchanda (lyrics) | Shahid Hamdaane (lyrics) | Prakash Chandra Dhamak (lyrics)","Ranvir Shorey | Neha Dhupia | Naseeruddin Shah | Saurabh Shukla","Rajat Kapoor","0","3"
"tt1182884","Dulha Mil Gaya","2010","08 Jan 2010","Comedy | Drama","Mudassar Aziz (story) | Mudassar Aziz | Neeraj Udhwani (script associate) | Vivek Vaswani (story)","Sushmita Sen | Fardeen Khan | Ishita Sharma | Shah Rukh Khan","Mudassar Aziz","0","1"
"tt1182908","Krazzy 4","2008","11 Apr 2008","Action | Comedy | Crime","Ashwani Dhir (screenplay) | Rakesh Roshan (story)","Juhi Chawla | Irrfan Khan | Arshad Warsi | Rajpal Yadav","Jaideep Sen","0","4"
"tt1182937","Rab Ne Bana Di Jodi","2008","12 Dec 2008","Comedy | Drama | Musical","Aditya Chopra (story)","Shah Rukh Khan | Vinay Pathak | Anushka Sharma | M.K. Raina","Aditya Chopra","0","8"
"tt1182972","Bachna Ae Haseeno","2008","15 Aug 2008","Comedy | Drama | Romance","Aditya Chopra (story) | Devika Bhagat (screenplay) | Anvita Dutt Guptan (dialogue)","Ranbir Kapoor | Bipasha Basu | Minissha Lamba | Deepika Padukone","Siddharth Anand","0","5"
"tt1183917","Teen Patti","2010","26 Feb 2010","Drama | Thriller","Shivkumar Subramaniam (story) | Leena Yadav (story) | Ben Rekhi (english dialogue)","Amitabh Bachchan | Madhavan | Shraddha Kapoor | Siddharth Kher","Leena Yadav","0","1"
"tt1183944","Sadiyaan: Boundaries Divide... Love Unites","2010","02 Apr 2010","Drama | Romance","Abhay Kanwar (re-written by) | Raj Kanwar (screenplay) | Raj Kanwar (story) | Sameer (lyrics) | Javed Siddiqui (dialogues)","Rekha | Hema Malini | Javed Sheikh | Avtar Gill","Raj Kanwar","0","1"
"tt1183946","The Stoneman Murders","2009","13 Feb 2009","Crime | Drama | Mystery","Manish Gupta","Kay Kay Menon | Arbaaz Khan | Rukhsar | Veerendra Saxena","Manish Gupta","0","1"
"tt1185412","Veer","2010","22 Jan 2010","Action | Adventure | Drama","Shailesh Verma (screenplay) | Shaktimaan Talwar (screenplay) | Salman Khan (story)","Salman Khan | Mithun Chakraborty | Jackie Shroff | Sohail Khan","Anil Sharma","0","3"
"tt1185420","Dostana","2008","14 Nov 2008","Comedy | Drama | Romance","Anvita Dutt Guptan (dialogue script) | Tarun Mansukhani (first story)","Abhishek Bachchan | John Abraham | Priyanka Chopra | Kiron Kher","Tarun Mansukhani","0","4"
"tt1185442","Kurbaan","2009","20 Nov 2009","Action | Crime | Drama","Renzil D'Silva (screenplay) | Niranjan Iyengar (dialogues) | Karan Johar (story) | Anurag Kashyap (dialogues) | Irfan Siddiqui (lyrics)","Kareena Kapoor | Saif Ali Khan | Om Puri | Vivek Oberoi","Renzil D'Silva","0","2"
"tt1187043","3 Idiots","2009","25 Dec 2009","Comedy | Drama","Rajkumar Hirani | Abhijit Joshi | Vidhu Vinod Chopra (screenplay)","Aamir Khan | Kareena Kapoor | Madhavan | Sharman Joshi","Rajkumar Hirani","0","9"
"tt1188982","Jai Ho","2014","24 Jan 2014","Action | Drama","A.R. Murugadoss (story) | Dilip Shukla (screenplay)","Salman Khan | Tabu | Sunil Shetty | Genelia D'Souza","Sohail Khan","0","5"
"tt1188996","My Name Is Khan","2010","12 Feb 2010","Drama | Romance | Thriller","Shibani Bathija (story) | Shibani Bathija (dialogue) | Niranjan Iyengar (dialogue)","Shah Rukh Khan | Kajol | Katie A. Keane | Kenton Duty","Karan Johar","0","6"
"tt1189006","Toonpur Ka Superrhero","2010","24 Dec 2010","Animation | Action | Adventure","Raagi Bhatnagar (story) | Bhimsain (story) | Munna Dhiman (lyrics) | Mubeen Farooqi (dialogue) | Kireet Khurana (screenplay) | Kumaar (lyrics)","Ajay Devgn | Sanjay Dutt | Delnaaz Irani | Chinky Jaiswal","Kireet Khurana","0","1"
"tt1191118","Hello Darling","2010","27 Aug 2010","Comedy | Drama","Shabbir Ahmed (lyrics) | Kumaar (lyrics) | Ashiesh Pandit (lyrics) | Sachin Shah | Pankaj Trivedi","Gul Panag | Celina Jaitly | Isha Koppikar | Chunky Pandey","Manoj Tiwari","0","1"
"tt1191138","Thoda Pyaar Thoda Magic","2008","28 Jun 2008","Comedy | Drama | Family","Rohena Gera (screenplay) | Kunal Kohli (story)","Rishi Kapoor | Saif Ali Khan | Rani Mukerji | Akshat Chopra","Kunal Kohli","0","2"
"tt1194232","Jaane Kahan Se Aayi Hai","2010","09 Apr 2010","Comedy | Drama | Fantasy","Sameer (lyrics) | Milap Zaveri (story)","Priyanka Chopra | Akshay Kumar | Jacqueline Fernandez | Karan Johar","Milap Zaveri","0","1"
"tt1194236","Get Educated: Paathshaala","2010","16 Apr 2010","Drama","Ahmed Khan (story)","Nana Patekar | Shahid Kapoor | Ayesha Takia | Sushant Singh","Milind Ukey","0","2"
"tt1194608","Ek Vivaah... Aisa Bhi","2008","07 Nov 2008","Drama | Romance","Sooraj R. Barjatya (story) | Ashapurna Devi (story) | Ravindra Jain (lyrics) | Shashi Mittal (dialogue & screenplay) | Sumit Mittal (dialogue & screenplay)","Isha Koppikar | Sonu Sood | Anand Abhyankar | Daman Baggan","Kaushik Ghatak","0","2"
"tt1198101","Kites","2010","21 May 2010","Action | Drama | Romance","Anurag Basu (screenplay) | Robin Bhatt (screenplay) | Sanjeev Dutta (dialogue) | Akarsh Khurana (additional English dialogue) | Akarsh Khurana (screenplay) | Rakesh Roshan (story)","Hrithik Roshan | Bárbara Mori | Steven Michael Quezada | Kangana Ranaut","Anurag Basu","0","2"
"tt1199490","Bad Luck Govind","2009","09 Jan 2009","Comedy | Crime | Drama","Varun Khanna (dialogue)","Gaurav Kapoor | Hrishitaa Bhatt | Govind Namdeo | Zakir Hussain","Varun Khanna","0","1"
"tt1199534","Tulsi: Mathrudevobhava","2008","18 Jan 2008","Drama","N/A","Manisha Koirala | Irrfan Khan | Sadashiv Amrapurkar | Tinnu Anand","Ajay Kumar","0","1"
"tt1201557","Acid Factory","2009","09 Oct 2009","Action | Crime | Drama","Milind Gadagkar (screenplay) | Milind Gadagkar (story) | Sanjay Gupta (additional dialogue) | Sanjay Gupta (screenplay) | Saurabh Shukla (dialogue) | Suparn Verma (screenplay)","Fardeen Khan | Dia Mirza | Manoj Bajpayee | Aftab Shivdasani","Suparn Verma","0","1"
"tt1202344","Ab... Bas!","2004","26 Nov 2004","Thriller","Atul Sharma","Chetanya Adeep | Shawar Ali | Arun Bakshi | Chitrapama","Rajesh Kumar Singh","0","1"
"tt1202517","Barah Aana","2009","16 Oct 2009","Comedy | Crime | Drama","Raj Kumar Gupta (screenplay) | Raja Menon (story)","Naseeruddin Shah | Vijay Raaz | Arjun Mathur | Violante Placido","Raja Menon","0","1"
"tt1202540","Dil Bole Hadippa!","2009","18 Sep 2009","Comedy | Drama | Sport","Aparajita | Jaya","Shahid Kapoor | Rani Mukerji | Anupam Kher | Dalip Tahil","Anurag Singh","0","2"
"tt1214948","Bhram: An Illusion","2008","04 Apr 2008","Drama | Mystery | Romance","Bhavani Iyer (screenplay) | Radhika Anand (dialogues) | Irshad Kamil (lyrics) | Kumaar (lyrics)","Dino Morea | Milind Soman | Sheetal Menon | Simone Singh","Pavan Kaul","0","1"
"tt1216276","26th July at Barista","2008","14 Mar 2008","Drama","Rahil Qazi (screenplay) | Sandarbh (lyrics)","Ajita | Himani Chawla | Sumeet Chawla | Suresh Dubey","Mohan Sharma","0","1"
"tt1216300","Jannat: In Search of Heaven...","2008","16 May 2008","Crime | Drama | Romance","Vishesh Bhatt (screenplay) | Kunal Deshmukh (story) | Sanjay Masoom (dialogue)","Emraan Hashmi | Sonal Chauhan | Shakeel Khan | Sameer Kochhar","Kunal Deshmukh","0","7"
"tt1217608","Yaar Meri Zindagi","2008","22 Apr 2008","Drama | Family | Musical","Yash Pal (dialogue) | V.K. Sharma (dialogue)","Amitabh Bachchan | Shatrughan Sinha | Sharda | Sudha Chandran","Ashok Gupta | Mukul Dutt","0","1"
"tt1218038","The President Is Coming","2009","09 Jan 2009","Comedy","Anuvab Pal","Konkona Sen Sharma | Shernaz Patel | Shivani Tanksale | Anand Tiwari","Kunaal Roy Kapur","0","1"
"tt1218345","Dil Kabaddi","2008","05 Dec 2008","Comedy | Drama","Vivek Anand | Anil Senior | Lezlie George Sparkx","Irrfan Khan | Rahul Bose | Rahul Khanna | Konkona Sen Sharma","Anil Senior","0","2"
"tt1220718","Via Darjeeling","2008","27 Jun 2008","Drama | Mystery | Thriller","Ranjan Das | Gautam Nag (lyrics) | Arindam Nandy | Atul Sabharwal (dialogue) | Siladitya Sanyal | Mrityunjay Kumar Singh (lyrics) | Vibha Singh (lyrics) | Sanjeev Tiwari (lyrics)","Kay Kay Menon | Sonali Kulkarni | Parvin Dabas | Vinay Pathak","Arindam Nandy","0","1"
"tt1221133","EMI: Liya Hai To Chukana Padega","2008","07 Nov 2008","Comedy | Crime | Drama","Shabbir Ahmed (lyrics) | Khalid Azmi (dialogue) | Shakeel Azmi (lyrics) | Moortuza Borsadi (screenplay) | Hamza Faruqui (lyrics) | Saurabh Kabra (screenplay) | Sarim Momin (lyrics) | Nitin Raikwar (dialogue) | T. Govinda Rajan (dialogue) | Amar Valentine (lyrics) | Junaid Wasi (lyrics)","Malaika Arora | Arun Bakshi | Aashish Chaudhary | Snehal Dabi","Saurabh Kabra","0","1"
"tt1221139","Welcome to Sajjanpur","2008","19 Sep 2008","Comedy | Drama","Ashok Mishra (screenplay) | Shyam Benegal (story)","Shreyas Talpade | Amrita Rao | Ravi Kishan | Ila Arun","Shyam Benegal","0","4"
"tt1221142","Mumbai Cutting","2011","01 Mar 2011","Drama","Jahnu Barua | Rahul Dholakia | Rituparno Ghosh | Anurag Kashyap | Sudhir Mishra | Kundan Shah | Gaurav Sinha","Raj Singh Arora | Abhisar Bose | Neetu Chandra | Master Chinmay","Jahnu Barua | Rahul Dholakia | Rituparno Ghosh | Shashanka Ghosh | Manish Jha | Anurag Kashyap | Sudhir Mishra | Ruchi Narain | Ayush Raina | Revathy | Kundan Shah","0","1"
"tt1223922","Blue","2009","16 Oct 2009","Action | Adventure | Romance","Anthony D'Souza | Mayur Puri (dialogue)","Akshay Kumar | Sanjay Dutt | Lara Dutta | Zayed Khan","Anthony D'Souza","0","2"
"tt1224454","Sirf....: Life Looks Greener on the Other Side","2008","25 Apr 2008","Drama","Rajatesh Nayyar (story) | Shashikant Verma (story) | Santosh Saroj (dialogue) | Mehboob (lyrics) | Vipul Saini (lyrics)","Kay Kay Menon | Manisha Koirala | Ranvir Shorey | Sonali Kulkarni","Rajatesh Nayyar","0","1"
"tt1227524","Aashayein","2010","27 Aug 2010","Comedy | Drama","Nagesh Kukunoor","John Abraham | Anaitha Nair | Girish Karnad | Farida Jalal","Nagesh Kukunoor","0","1"
"tt1227762","Aladin","2009","30 Oct 2009","Action | Adventure | Comedy","Vishal Dadlani (lyrics) | Sujoy Ghosh (screenplay) | Suresh Nair (additional story) | Ritesh Shah (dialogue) | Ritesh Shah (story)","Shubhankar Atre | Amitabh Bachchan | Victor Banerjee | Dhaval Barbhaya","Sujoy Ghosh","0","1"
"tt1228707","Jimmy","2008","09 May 2008","Action | Crime | Drama","Ranbir Pushp | Anand Raj Anand (lyrics) | Virag Mishra (lyrics)","Mimoh Chakraborty | Rati Agnihotri | Vikas Anand | Rahul Dev","Raj N. Sippy","0","1"
"tt1228726","Mr. White Mr. Black","2008","02 May 2008","Action | Comedy | Crime","Deepak S. Shivdasani (story) | Nishikant Kamat (screenplay) | Sanjay Pawar (screenplay) | Sanjeev Duggal (screenplay) | Sameer (lyrics)","Sunil Shetty | Arshad Warsi | Sadashiv Amrapurkar | Deep Dhillon","Deepak S. Shivdasani","0","1"
"tt1228744","Pranali: The Tradition","2008","02 May 2008","Crime | Drama","Hridesh Kamble (story) | Manoj Pandey (story) | Manoj Pandey (dialogue)","Nargis Bagheri | Upendra Limaye | Sudha Chandran | Raman Trikha","Hridesh Kamble","0","1"
"tt1230165","Rock On!!","2008","29 Aug 2008","Drama | Music","Farhan Akhtar (dialogue) | Pubali Chaudhuri (screenplay) | Abhishek Kapoor (story)","Arjun Rampal | Farhan Akhtar | Luke Kenny | Purab Kohli","Abhishek Kapoor","0","4"
"tt1230448","Billu","2009","13 Feb 2009","Comedy | Drama","Manisha Korde (dialogue) | Priyadarshan (screenplay) | Mushtaq Sheikh (screenplay) | Sreenivasan (story)","Irrfan Khan | Shah Rukh Khan | Lara Dutta | Om Puri","Priyadarshan","0","2"
"tt1234250","Mehbooba","2008","11 Jul 2008","Drama | Romance","Robin Bhatt (additional screenplay) | Rumi Jaffery (story) | Afzal Khan (screenplay) | Javed Siddiqui (dialogue)","Sanjay Dutt | Manisha Koirala | Ajay Devgn | Asrani","Tabrez Hashmi | Afzal Khan","0","1"
"tt1236441","Phir Kabhi","2008","N/A","Drama | Romance","M. Sindhuraj | Kamlesh Kunti Singh (dialogue)","Mithun Chakraborty | Dimple Kapadia | Rati Agnihotri | Gulshan Grover","V.K. Prakash","0","1"
"tt1238718","Alibaba Aur 40 Chor","2004","10 Dec 2004","Action | Adventure | Drama","Farukh Barelvi (dialogue writer)","Azghar | Brownie | Divya Divedi | Anwar Fatehan","Sunil Agnihotri","0","1"
"tt1238735","Dhoom Dadakka","2008","23 May 2008","Comedy | Crime | Drama","Ashwani Dhir (dialogue) | Ashwani Dhir (story) | Shashi Ranjan (story) | Kabir Shrivastava (dialogue) | Kabir Shrivastava (story)","Jackie Shroff | Anupam Kher | Satish Shah | Gulshan Grover","Shashi Ranjan","0","1"
"tt1241195","Aamir","2008","06 Jun 2008","Drama | Thriller","Raj Kumar Gupta (story)","Rajeev Khandelwal | Aishwarya | Vasan Bala | Chinkal","Raj Kumar Gupta","0","2"
"tt1241334","Saas Bahu Aur Sensex","2008","19 Sep 2008","Comedy | Drama","Raqueeb Alam (lyrics) | BlaaZe (lyrics) | Shona Urvashi (screenplay)","Kiron Kher | Farooq Shaikh | Ankur Khanna | Masumeh Makhija","Shona Urvashi","0","1"
"tt1242530","What's Your Raashee?","2009","02 Oct 2009","Comedy | Drama | Romance","Ashutosh Gowariker (screenplay) | Naushil Mehta (screenplay) | Amit Mistry (dialogue) | Madhu Rye (novel)","Harman Baweja | Priyanka Chopra | Anjan Srivastav | Manju Singh","Ashutosh Gowariker","0","1"
"tt1242782","Luck","2009","31 Jul 2009","Action | Adventure | Drama","Renzil D'Silva (screenplay) | Soham Shah (dialogue) | Soham Shah (screenplay) | Soham Shah (story)","Mithun Chakraborty | Sanjay Dutt | Imran Khan | Ravi Kishan","Soham Shah","0","2"
"tt1242843","Contract","2008","18 Jul 2008","Action | Crime | Drama","Mehboob (lyrics) | Prashant Pandey (story)","David Bueno | Vibha Cheebur | Raaj Gopal | Sakshi Gulati","Ram Gopal Varma","0","2"
"tt1244093","Hisss","2010","22 Oct 2010","Comedy | Drama | Horror","Jennifer Chambers Lynch | Gulfam Khan (dialogue)","Mallika Sherawat | Irrfan Khan | Jeff Doucette | Divya Dutta","Jennifer Chambers Lynch","0","1"
"tt1245774","Jail","2009","06 Nov 2009","Drama","Madhur Bhandarkar (story) | Ajaykumar Garg (lyrics) | Sandeep Nath (lyrics) | Sharib (lyrics) | Raghuvir Shekhawat (dialogue) | Anuradha Tiwari (story) | Toshi (lyrics) | Turaz (lyrics) | Manoj Tyagi (story)","Neil Nitin Mukesh | Manoj Bajpayee | Arya Babbar | Mirza Ali Quli","Madhur Bhandarkar","0","2"
"tt1252488","Haal-e-Dil","2008","20 Jun 2008","Drama | Romance","Shabbir Ahmed (lyrics) | Sajid Ali (dialogue) | Farhad Bhiwandiwala (dialogue) | Sanjay Chhel (dialogue) | Aditya Dhar (lyrics) | Munna Dhiman (lyrics) | Dheeraj Rattan (screenplay) | Dheeraj Rattan (story) | Sameer (lyrics)","Amita Pathak | Nakuul Mehta | Adhyayan Suman | Nassar Abdulla","Anil Devgan","0","1"
"tt1252562","Khushboo: The Fragraance of Love","2008","20 Jun 2008","Comedy | Drama | Romance","Javed Akhtar (lyrics) | Pathik Vats (dialogue)","Rishi Rehan | Avantika | Thomas Tevana | Nassar Abdulla","Rajesh Ram Singh","0","1"
"tt1252594","Aasma: The Sky Is the Limit","2009","23 Jan 2009","Drama","Shubh","Hrishitaa Bhatt | Seema Biswas | Nauheed Cyrusi | Mansi Dovhal","Rohit Nayyar","0","1"
"tt1252596","Ajab Prem Ki Ghazab Kahani","2009","06 Nov 2009","Comedy | Romance","K. Rajeshwar (story) | Rajkumar Santoshi (screenplay) | R.D. Tailang (dialogues) | R.D. Tailang (screenplay)","Katrina Kaif | Ranbir Kapoor | Darshan Jariwala | Smita Jaykar","Rajkumar Santoshi","0","7"
"tt1252614","Sankat City","2009","10 Jul 2009","Comedy | Crime | Drama","Pankaj Advani","Kay Kay Menon | Rimi Sen | Anupam Kher | Chunky Pandey","Pankaj Advani","0","1"
"tt1255873","Hari Puttar: A Comedy of Terrors","2008","24 Sep 2008","Comedy | Drama | Family","Rajesh Bajaj | Sameer (lyrics)","Jackie Shroff | Sarika | Saurabh Shukla | Vijay Raaz","Rajesh Bajaj | Lucky Kohli","0","1"
"tt1255951","De Dana Dan","2009","27 Nov 2009","Comedy","Suresh Krishna (story) | Jay Master (dialogues) | Ashiesh Pandit (lyrics) | Priyadarshan (screenplay) | Sayeed Qadri (lyrics) | Neeraj Shridhar (lyrics)","Akshay Kumar | Sunil Shetty | Katrina Kaif | Sameera Reddy","Priyadarshan","0","4"
"tt1259755","Boond","2001","N/A","Action | Crime | Drama","Asad Ajmeri | Jaanam Khan (story)","Navin Berry | Pankaj Berry | Birbal | Sudhir Dalvi","Inayat Mahshar","0","1"
"tt1260689","Summer 2007","2008","13 Jun 2008","Crime | Drama | Thriller","Gourov Dasgupta (lyrics) | Bijesh Jayarajan (screenplay) | Bijesh Jayarajan (story) | Ujjaiyinee Roy (lyrics) | Ritesh Shah (dialogues) | Vibha Singh (lyrics)","Ahraz Ahmed | Punit Aneja | Arjan Bajwa | Neetu Chandra","Sohail Tatari","0","1"
"tt1261047","Gulaal","2009","13 Mar 2009","Crime | Drama | Mystery","Raj Singh Chaudhary (story) | Anurag Kashyap (screenplay) | Anurag Kashyap (story) | Aparnaa Malhotra (story) | Sanjay Maurya (story)","Kay Kay Menon | Raj Singh Chaudhary | Jesse Randhawa | Deepak Dobriyal","Anurag Kashyap","0","2"
